Name,Types,Abilities,Height,Weight,Base Experience,Flavor Text
blitzle,electric,"lightning-rod, motor-drive, sap-sipper",8,298,59,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity."
zebstrika,electric,"lightning-rod, motor-drive, sap-sipper",16,795,174,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
roggenrola,rock,"sturdy, weak-armor, sand-force",4,180,56,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
boldore,rock,"sturdy, weak-armor, sand-force",9,1020,137,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
gigalith,rock,"sturdy, sand-stream, sand-force",17,2600,258,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
woobat,"psychic, flying","unaware, klutz, simple",4,21,65,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
swoobat,"psychic, flying","unaware, klutz, simple",9,105,149,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
drilbur,ground,"sand-rush, sand-force, mold-breaker",3,85,66,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
excadrill,"ground, steel","sand-rush, sand-force, mold-breaker",7,404,178,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
audino,normal,"healer, regenerator, klutz",11,310,390,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
timburr,fighting,"guts, sheer-force, iron-fist",6,125,61,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
gurdurr,fighting,"guts, sheer-force, iron-fist",12,400,142,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
conkeldurr,fighting,"guts, sheer-force, iron-fist",14,870,253,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
tympole,water,"swift-swim, hydration, water-absorb",5,45,59,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
palpitoad,"water, ground","swift-swim, hydration, water-absorb",8,170,134,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
seismitoad,"water, ground","swift-swim, poison-touch, water-absorb",15,620,255,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
throh,fighting,"guts, inner-focus, mold-breaker",13,555,163,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
sawk,fighting,"sturdy, inner-focus, mold-breaker",14,510,163,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
sewaddle,"bug, grass","swarm, chlorophyll, overcoat",3,25,62,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
swadloon,"bug, grass","leaf-guard, chlorophyll, overcoat",5,73,133,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
leavanny,"bug, grass","swarm, chlorophyll, overcoat",12,205,225,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
venipede,"bug, poison","poison-point, swarm, speed-boost",4,53,52,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
whirlipede,"bug, poison","poison-point, swarm, speed-boost",12,585,126,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
scolipede,"bug, poison","poison-point, swarm, speed-boost",25,2005,243,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
cottonee,"grass, fairy","prankster, infiltrator, chlorophyll",3,6,56,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
whimsicott,"grass, fairy","prankster, infiltrator, chlorophyll",7,66,168,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
petilil,grass,"chlorophyll, own-tempo, leaf-guard",5,66,56,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
lilligant,grass,"chlorophyll, own-tempo, leaf-guard",11,163,168,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
basculin-red-striped,water,"reckless, adaptability, mold-breaker",10,180,161,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
sandile,"ground, dark","intimidate, moxie, anger-point",7,152,58,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
krokorok,"ground, dark","intimidate, moxie, anger-point",10,334,123,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
krookodile,"ground, dark","intimidate, moxie, anger-point",15,963,260,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
darumaka,fire,"hustle, inner-focus",6,375,63,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
darmanitan-standard,fire,"sheer-force, zen-mode",13,929,168,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
maractus,grass,"water-absorb, chlorophyll, storm-drain",10,280,161,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
dwebble,"bug, rock","sturdy, shell-armor, weak-armor",3,145,65,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.
crustle,"bug, rock","sturdy, shell-armor, weak-armor",14,2000,170,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
scraggy,"dark, fighting","shed-skin, moxie, intimidate",6,118,70,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
scrafty,"dark, fighting","shed-skin, moxie, intimidate",11,300,171,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
sigilyph,"psychic, flying","wonder-skin, magic-guard, tinted-lens",14,140,172,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
yamask,ghost,mummy,5,15,61,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
cofagrigus,ghost,mummy,17,765,169,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
tirtouga,"water, rock","solid-rock, sturdy, swift-swim",7,165,71,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile."
carracosta,"water, rock","solid-rock, sturdy, swift-swim",12,810,173,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
archen,"rock, flying",defeatist,5,95,71,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another."
archeops,"rock, flying",defeatist,14,320,177,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
trubbish,poison,"stench, sticky-hold, aftermath",6,310,66,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
garbodor,poison,"stench, weak-armor, aftermath",19,1073,166,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
zorua,dark,illusion,7,125,66,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
zoroark,dark,illusion,16,811,179,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
minccino,normal,"cute-charm, technician, skill-link",4,58,60,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
cinccino,normal,"cute-charm, technician, skill-link",5,75,165,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
gothita,psychic,"frisk, competitive, shadow-tag",4,58,58,Their ribbonlike feelers increase their psychic power. They are always staring at something.
gothorita,psychic,"frisk, competitive, shadow-tag",7,180,137,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
gothitelle,psychic,"frisk, competitive, shadow-tag",15,440,245,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
solosis,psychic,"overcoat, magic-guard, regenerator",3,10,58,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
duosion,psychic,"overcoat, magic-guard, regenerator",6,80,130,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
reuniclus,psychic,"overcoat, magic-guard, regenerator",10,201,245,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
ducklett,"water, flying","keen-eye, big-pecks, hydration",5,55,61,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
swanna,"water, flying","keen-eye, big-pecks, hydration",13,242,166,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
vanillite,ice,"ice-body, snow-cloak, weak-armor",4,57,61,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
vanillish,ice,"ice-body, snow-cloak, weak-armor",11,410,138,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
vanilluxe,ice,"ice-body, snow-warning, weak-armor",13,575,268,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
deerling,"normal, grass","chlorophyll, sap-sipper, serene-grace",6,195,67,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
sawsbuck,"normal, grass","chlorophyll, sap-sipper, serene-grace",19,925,166,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
emolga,"electric, flying","static, motor-drive",4,50,150,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
karrablast,bug,"swarm, shed-skin, no-guard",5,59,63,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
escavalier,"bug, steel","swarm, shell-armor, overcoat",10,330,173,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
foongus,"grass, poison","effect-spore, regenerator",2,10,59,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
amoonguss,"grass, poison","effect-spore, regenerator",6,105,162,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
frillish,"water, ghost","water-absorb, cursed-body, damp",12,330,67,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
jellicent,"water, ghost","water-absorb, cursed-body, damp",22,1350,168,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
alomomola,water,"healer, hydration, regenerator",12,316,165,The special membrane enveloping Alomomola has the ability to heal wounds.
joltik,"bug, electric","compound-eyes, unnerve, swarm",1,6,64,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
galvantula,"bug, electric","compound-eyes, unnerve, swarm",8,143,165,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
ferroseed,"grass, steel",iron-barbs,6,188,61,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
ferrothorn,"grass, steel","iron-barbs, anticipation",10,1100,171,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
klink,steel,"plus, minus, clear-body",3,210,60,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
klang,steel,"plus, minus, clear-body",6,510,154,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
klinklang,steel,"plus, minus, clear-body",6,810,260,The gear with the red core is rotated at high speed for a rapid energy charge.
tynamo,electric,levitate,2,3,55,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
eelektrik,electric,levitate,12,220,142,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
eelektross,electric,levitate,21,805,232,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
elgyem,psychic,"telepathy, synchronize, analytic",5,90,67,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
beheeyem,psychic,"telepathy, synchronize, analytic",10,345,170,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
litwick,"ghost, fire","flash-fire, flame-body, infiltrator",3,31,55,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
lampent,"ghost, fire","flash-fire, flame-body, infiltrator",6,130,130,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
chandelure,"ghost, fire","flash-fire, flame-body, infiltrator",10,343,260,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
axew,dragon,"rivalry, mold-breaker, unnerve",6,180,64,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
fraxure,dragon,"rivalry, mold-breaker, unnerve",10,360,144,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
haxorus,dragon,"rivalry, mold-breaker, unnerve",18,1055,270,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
cubchoo,ice,"snow-cloak, slush-rush, rattled",5,85,61,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
beartic,ice,"snow-cloak, slush-rush, swift-swim",26,2600,177,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
cryogonal,ice,levitate,11,1480,180,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
shelmet,bug,"hydration, shell-armor, overcoat",4,77,61,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
accelgor,bug,"hydration, sticky-hold, unburden",8,253,173,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
stunfisk,"ground, electric","static, limber, sand-veil",7,110,165,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
mienfoo,fighting,"inner-focus, regenerator, reckless",9,200,70,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
mienshao,fighting,"inner-focus, regenerator, reckless",14,355,179,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
druddigon,dragon,"rough-skin, sheer-force, mold-breaker",16,1390,170,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
golett,"ground, ghost","iron-fist, klutz, no-guard",10,920,61,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
golurk,"ground, ghost","iron-fist, klutz, no-guard",28,3300,169,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
pawniard,"dark, steel","defiant, inner-focus, pressure",5,102,68,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
bisharp,"dark, steel","defiant, inner-focus, pressure",16,700,172,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
bouffalant,normal,"reckless, sap-sipper, soundproof",16,946,172,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
rufflet,"normal, flying","keen-eye, sheer-force, hustle",5,105,70,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
braviary,"normal, flying","keen-eye, sheer-force, defiant",15,410,179,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
vullaby,"dark, flying","big-pecks, overcoat, weak-armor",5,90,74,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
mandibuzz,"dark, flying","big-pecks, overcoat, weak-armor",12,395,179,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
heatmor,fire,"gluttony, flash-fire, white-smoke",14,580,169,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
durant,"bug, steel","swarm, hustle, truant",3,330,169,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
deino,"dark, dragon",hustle,8,173,60,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
zweilous,"dark, dragon",hustle,14,500,147,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
hydreigon,"dark, dragon",levitate,18,1600,300,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
larvesta,"bug, fire","flame-body, swarm",11,288,72,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
volcarona,"bug, fire","flame-body, swarm",16,460,275,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
cobalion,"steel, fighting",justified,21,2500,290,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
terrakion,"rock, fighting",justified,19,2600,290,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
virizion,"grass, fighting",justified,20,2000,290,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
tornadus-incarnate,flying,"prankster, defiant",15,630,290,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
thundurus-incarnate,"electric, flying","prankster, defiant",15,610,290,Countless charred remains mar the landscape of places through which Thundurus has passed.
reshiram,"dragon, fire",turboblaze,32,3300,340,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
zekrom,"dragon, electric",teravolt,29,3450,340,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
landorus-incarnate,"ground, flying","sand-force, sheer-force",15,680,300,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
kyurem,"dragon, ice",pressure,30,3250,330,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
keldeo-ordinary,"water, fighting",justified,14,485,290,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
meloetta-aria,"normal, psychic",serene-grace,6,65,270,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
genesect,"bug, steel",download,15,825,300,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
chespin,grass,"overgrow, bulletproof",4,90,63,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
quilladin,grass,"overgrow, bulletproof",7,290,142,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
chesnaught,"grass, fighting","overgrow, bulletproof",16,900,239,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
fennekin,fire,"blaze, magician",4,94,61,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
braixen,fire,"blaze, magician",10,145,143,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
delphox,"fire, psychic","blaze, magician",15,390,240,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
froakie,water,"torrent, protean",3,70,63,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
frogadier,water,"torrent, protean",6,109,142,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
greninja,"water, dark","torrent, protean",15,400,239,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
bunnelby,normal,"pickup, cheek-pouch, huge-power",4,50,47,They use their large ears to dig burrows. They will dig the whole night through.
diggersby,"normal, ground","pickup, cheek-pouch, huge-power",10,424,148,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
fletchling,"normal, flying","big-pecks, gale-wings",3,17,56,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
fletchinder,"fire, flying","flame-body, gale-wings",7,160,134,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
talonflame,"fire, flying","flame-body, gale-wings",12,245,175,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
scatterbug,bug,"shield-dust, compound-eyes, friend-guard",3,25,40,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
spewpa,bug,"shed-skin, friend-guard",3,84,75,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
vivillon,"bug, flying","shield-dust, compound-eyes, friend-guard",12,170,185,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
litleo,"fire, normal","rivalry, unnerve, moxie",6,135,74,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
pyroar,"fire, normal","rivalry, unnerve, moxie",15,815,177,The male with the largest mane of fire is the leader of the pride.
flabebe,fairy,"flower-veil, symbiosis",1,1,61,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
floette,fairy,"flower-veil, symbiosis",2,9,130,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
florges,fairy,"flower-veil, symbiosis",11,100,248,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
skiddo,grass,"sap-sipper, grass-pelt",9,310,70,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
gogoat,grass,"sap-sipper, grass-pelt",17,910,186,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
pancham,fighting,"iron-fist, mold-breaker, scrappy",6,80,70,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
pangoro,"fighting, dark","iron-fist, mold-breaker, scrappy",21,1360,173,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
furfrou,normal,fur-coat,12,280,165,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
espurr,psychic,"keen-eye, infiltrator, own-tempo",3,35,71,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
meowstic-male,psychic,"keen-eye, infiltrator, prankster",6,85,163,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
honedge,"steel, ghost",no-guard,8,20,65,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
doublade,"steel, ghost",no-guard,8,45,157,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
aegislash-shield,"steel, ghost",stance-change,17,530,250,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
spritzee,fairy,"healer, aroma-veil",2,5,68,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
aromatisse,fairy,"healer, aroma-veil",8,155,162,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
swirlix,fairy,"sweet-veil, unburden",4,35,68,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
slurpuff,fairy,"sweet-veil, unburden",8,50,168,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
inkay,"dark, psychic","contrary, suction-cups, infiltrator",4,35,58,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
malamar,"dark, psychic","contrary, suction-cups, infiltrator",15,470,169,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
binacle,"rock, water","tough-claws, sniper, pickpocket",5,310,61,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
barbaracle,"rock, water","tough-claws, sniper, pickpocket",13,960,175,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
skrelp,"poison, water","poison-point, poison-touch, adaptability",5,73,64,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
dragalge,"poison, dragon","poison-point, poison-touch, adaptability",18,815,173,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
clauncher,water,mega-launcher,5,83,66,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
clawitzer,water,mega-launcher,13,353,100,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
helioptile,"electric, normal","dry-skin, sand-veil, solar-power",5,60,58,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
heliolisk,"electric, normal","dry-skin, sand-veil, solar-power",10,210,168,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
tyrunt,"rock, dragon","strong-jaw, sturdy",8,260,72,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
tyrantrum,"rock, dragon","strong-jaw, rock-head",25,2700,182,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
amaura,"rock, ice","refrigerate, snow-warning",13,252,72,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
aurorus,"rock, ice","refrigerate, snow-warning",27,2250,104,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
sylveon,fairy,"cute-charm, pixilate",10,235,184,It sends a soothing aura from its ribbonlike feelers to calm fights.
hawlucha,"fighting, flying","limber, unburden, mold-breaker",8,215,175,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
dedenne,"electric, fairy","cheek-pouch, pickup, plus",2,22,151,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
carbink,"rock, fairy","clear-body, sturdy",3,57,100,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
goomy,dragon,"sap-sipper, hydration, gooey",3,28,60,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
sliggoo,dragon,"sap-sipper, hydration, gooey",8,175,158,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
goodra,dragon,"sap-sipper, hydration, gooey",20,1505,300,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
klefki,"steel, fairy","prankster, magician",2,30,165,These key collectors threaten any attackers by fiercely jingling their keys at them.
phantump,"ghost, grass","natural-cure, frisk, harvest",4,70,62,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
trevenant,"ghost, grass","natural-cure, frisk, harvest",15,710,166,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
pumpkaboo-average,"ghost, grass","pickup, frisk, insomnia",4,50,67,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
gourgeist-average,"ghost, grass","pickup, frisk, insomnia",9,125,173,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
bergmite,ice,"own-tempo, ice-body, sturdy",10,995,61,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
avalugg,ice,"own-tempo, ice-body, sturdy",20,5050,180,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
noibat,"flying, dragon","frisk, infiltrator, telepathy",5,80,49,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
noivern,"flying, dragon","frisk, infiltrator, telepathy",15,850,187,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
xerneas,fairy,fairy-aura,30,2150,340,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
yveltal,"dark, flying",dark-aura,58,2030,340,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
zygarde-50,"dragon, ground",aura-break,50,3050,300,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
diancie,"rock, fairy",clear-body,7,88,300,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
hoopa,"psychic, ghost",magician,5,90,270,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
volcanion,"fire, water",water-absorb,17,1950,300,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
rowlet,"grass, flying","overgrow, long-reach",3,15,64,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
dartrix,"grass, flying","overgrow, long-reach",7,160,147,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
decidueye,"grass, ghost","overgrow, long-reach",16,366,265,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
litten,fire,"blaze, intimidate",4,43,64,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
torracat,fire,"blaze, intimidate",7,250,147,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
incineroar,"fire, dark","blaze, intimidate",18,830,265,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
popplio,water,"torrent, liquid-voice",4,75,64,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
